Name,SMILES,Description,xyz,zmat
"2,3-dihydropyridine-2,6-dicarboxylic acid",C1C=CC(=NC1C(=O)O)C(=O)O,"2,3-dihydrodipicolinic acid is a dihydrodipicolinic acid. It is a conjugate acid of a 2,3-dihydrodipicolinate(2-).","19

C          0.33846       -1.39292        0.04368
C          1.39243       -0.33758        0.01070
C          1.10335        0.96612       -0.01160
C         -0.32586        1.36166        0.00779
N         -1.33336        0.56011        0.01565
C         -1.10641       -0.89437       -0.07438
C         -1.65098       -1.38050       -1.40952
O         -2.49561       -2.24755       -1.57316
O         -1.02419       -0.81613       -2.46962
C         -0.59450        2.88263        0.01824
O          0.28191        3.72961        0.02120
O         -1.89519        3.19569        0.01549
H          0.44584       -1.94845        0.98227
H          0.56023       -2.11534       -0.75367
H          2.42532       -0.67329        0.00379
H          1.86997        1.73071       -0.02267
H         -1.70005       -1.36394        0.71979
H         -1.41850       -1.24065       -3.25713
H         -1.94633        4.17119        0.01578
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.4919
C  2  1.3356  1  122.55
C  3  1.4831  2  117.95  1  0.46
N  4  1.2875  3  126.03  2  358.41
C  5  1.4748  4  119.55  3  356.45
C  6  1.5217  5  108.27  4  247.29
O  7  1.2215  6  126.28  5  237.06
O  7  1.3547  6  112.83  5  61.80
C  4  1.5445  3  115.49  2  178.45
O  10  1.2188  4  124.01  3  359.45
O  10  1.3378  4  113.55  3  179.06
H  1  1.0959  2  107.96  3  242.97
H  1  1.0986  2  107.85  3  129.34
H  2  1.0861  1  116.96  3  180.09
H  3  1.0828  2  122.43  1  179.19
H  6  1.0971  5  107.14  4  131.33
H  9  0.9777  7  105.24  6  176.73
H  12  0.9768  10  106.53  4  180.42"
"2,3-dihydroxybenzoic acid",C1=CC(=C(C(=C1)O)O)C(=O)O,"2,3-dihydroxybenzoic acid is a dihydroxybenzoic acid that is benzoic acid substituted by hydroxy groups at positions 2 and 3. It occurs naturally in Phyllanthus acidus and in the aquatic fern Salvinia molesta. It has a role as a human xenobiotic metabolite and a plant metabolite. It is functionally related to a benzoic acid. It is a conjugate acid of a 2,3-dihydroxybenzoate.","17

C         -1.92063       -0.65458       -0.01145
C         -1.90731        0.74690        0.00544
C         -0.69155        1.45468        0.01760
C          0.50266        0.72705        0.00516
C          0.48261       -0.67324       -0.00130
C         -0.72200       -1.37040       -0.00881
O          1.68762       -1.32602       -0.00045
O          1.71708        1.35883       -0.00565
C         -0.66947        2.94506        0.04827
O          0.29570        3.68705        0.07150
O         -1.90850        3.47916        0.05573
H         -2.87159       -1.18418       -0.02504
H         -2.85654        1.27955        0.00897
H         -0.75265       -2.45615       -0.01501
H          1.52602       -2.28585        0.00390
H          2.39756        0.66075       -0.02252
H         -1.72478        4.44330        0.07974
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.4017
C  2  1.4068  1  120.75
C  3  1.3985  2  118.43  1  0.34
C  4  1.4005  3  120.53  2  359.17
C  5  1.3918  4  120.88  3  0.64
O  5  1.3705  4  117.62  3  180.61
O  4  1.3690  3  121.16  2  178.94
C  3  1.4909  2  121.06  1  180.57
O  9  1.2176  3  128.41  2  179.41
O  9  1.3493  3  112.47  2  359.72
H  1  1.0886  2  119.66  3  180.26
H  2  1.0885  1  118.75  3  180.00
H  6  1.0862  5  121.68  4  179.93
H  7  0.9733  5  108.89  4  179.42
H  8  0.9750  4  106.79  3  180.58
H  11  0.9818  9  102.53  3  179.78"
"3-(2,3-dihydroxyphenyl)propanoic acid",C1=CC(=C(C(=C1)O)O)CCC(=O)O,"3-(2,3-dihydroxyphenyl)propanoic acid is a monocarboxylic acid that is propionic acid carrying a 2,3-dihydroxyphenyl substituent at C-3; a microbial metabolite of quinoline. It has a role as a metabolite. It is functionally related to a propionic acid. It is a conjugate acid of a 3-(2,3-dihydroxyphenyl)propanoate.","23

C         -1.93271       -0.70099       -0.00661
C         -1.90696        0.69946       -0.00898
C         -0.68732        1.38029       -0.10460
C          0.47050        0.62426       -0.28474
C          0.46449       -0.75704       -0.13779
C         -0.74018       -1.43336       -0.01791
O          1.67863       -1.38612       -0.10183
O          1.64979        1.25657       -0.57794
C         -0.60077        2.87854        0.05132
C          0.07907        3.33703        1.35413
C          1.52456        2.94662        1.52411
O          2.49986        3.62224        1.20991
O          1.68761        1.70907        2.03604
H         -2.88843       -1.21919        0.02520
H         -2.84361        1.24981        0.05849
H         -0.77777       -2.51522        0.04146
H          1.52397       -2.33925        0.01118
H          2.34119        0.58551       -0.43165
H         -0.10046        3.29862       -0.82859
H         -1.61796        3.29463        0.04596
H          0.05233        4.43246        1.39091
H         -0.47301        2.98477        2.23270
H          2.57300        1.43774        1.71596
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.4007
C  2  1.4001  1  120.15
C  3  1.3945  2  117.93  1  4.16
C  4  1.3891  3  121.46  2  348.69
C  5  1.3867  4  119.86  3  10.31
O  5  1.3679  4  117.14  3  191.13
O  4  1.3699  3  119.48  2  170.47
C  3  1.5088  2  121.72  1  187.28
C  9  1.5394  3  114.11  2  109.33
C  10  1.5069  9  116.23  3  63.05
O  11  1.2274  10  126.21  9  92.94
O  11  1.3491  10  113.35  9  275.15
H  1  1.0876  2  119.51  3  182.60
H  2  1.0885  1  119.32  3  179.66
H  6  1.0841  5  121.44  4  176.49
H  7  0.9722  5  108.22  4  179.52
H  8  0.9746  4  105.12  3  165.78
H  9  1.0959  3  108.90  2  234.38
H  9  1.40070  3  108.81  2  349.34
H  10  1.40071  9  108.37  3  182.43
H  10  1.40072  9  111.12  3  298.97
H  13  1.40073  11  103.84  10  154.85"
2-ethyl-2-hydroxy-3-oxobutanoic acid,CCC(C(=O)C)(C(=O)O)O,2-Aceto-2-hydroxybutanoate is a hydroxy fatty acid.,"20

C          1.02979       -0.26383        0.08040
C          0.49104       -0.20009        1.50488
C          0.96403        1.00505        2.34502
C          0.44249        2.37092        1.83893
O         -0.25995        3.10546        2.54090
C          0.85103        2.86015        0.46851
C          0.49729        0.77235        3.80568
O          1.22379        0.71179        4.78469
O         -0.84246        0.65329        3.94604
O          2.39942        1.03300        2.30605
H          0.59800        0.50685       -0.54970
H          0.74435       -1.20146       -0.40242
H          2.11857       -0.16745        0.05015
H         -0.60433       -0.23507        1.47500
H          0.81898       -1.12561        2.00081
H          1.93280        2.78666        0.33571
H          0.31749        2.33524       -0.31939
H          0.55665        3.90679        0.35783
H         -1.00404        0.64202        4.91349
H          2.69379        1.62226        3.02780
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.5243
C  2  1.5434  1  115.66
C  3  1.5472  2  114.08  1  66.64
O  4  1.2352  3  122.06  2  119.66
C  4  1.5114  3  119.42  2  296.79
C  3  1.5510  2  107.65  1  188.78
O  7  1.2206  3  125.71  2  121.41
O  7  1.3523  3  114.15  2  300.40
O  3  1.4362  2  107.86  1  306.53
H  1  1.0851  2  111.86  3  289.39
H  1  1.0926  2  110.89  3  173.28
H  1  1.0935  2  111.97  3  51.45
H  2  1.0963  1  109.05  3  124.88
H  2  1.1000  1  106.31  3  239.29
H  6  1.0924  4  110.86  3  310.48
H  6  1.0867  4  111.61  3  75.36
H  6  1.0929  4  109.21  3  190.87
H  9  0.9809  7  105.46  3  187.92
H  10  1.52430  3  107.02  2  195.85"
2-hydroxy-2-methyl-3-oxobutanoic acid,CC(=O)C(C)(C(=O)O)O,"2-acetyllactic acid is a derivative of butyric acid having methyl, hydroxy and oxo substituents at the 2-, 2- and 3-positions respectively. It has a role as a mouse metabolite. It is a 3-oxo monocarboxylic acid, a 2-hydroxy monocarboxylic acid and a tertiary alpha-hydroxy ketone. It is functionally related to a butyric acid. It is a conjugate acid of a 2-acetyllactate.","17

C          1.06402        0.05753       -0.03415
C          0.57679       -0.93994        0.99182
O         -0.13941       -0.54138        1.91583
C          0.97298       -2.42406        0.82200
C          0.44431       -2.96644       -0.50436
C          2.49547       -2.61232        0.89951
O          3.09818       -3.29662        1.71639
O          3.18273       -1.99070       -0.08150
O          0.32972       -3.19745        1.84670
H          0.68080        1.05044        0.21718
H          0.69709       -0.20794       -1.02727
H          2.15192        0.12105       -0.02882
H          0.86938       -2.44782       -1.36851
H          0.67608       -4.03255       -0.61026
H         -0.64673       -2.87083       -0.55182
H          4.13025       -2.17377        0.10192
H          0.68640       -4.10206        1.81545
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.5116
O  2  1.2351  1  118.80
C  2  1.5454  1  118.46  3  178.72
C  4  1.5274  2  110.35  1  299.76
C  4  1.5360  2  111.48  1  62.41
O  6  1.2243  4  126.17  2  119.82
O  6  1.3495  4  114.31  2  296.82
O  4  1.4359  2  108.90  1  183.96
H  1  1.0936  2  109.28  3  0.03
H  1  1.0915  2  110.41  3  241.16
H  1  1.0898  2  110.91  3  118.01
H  5  1.0938  4  112.53  2  62.33
H  5  1.0961  4  110.86  2  182.91
H  5  1.0962  4  110.55  2  301.31
H  8  0.9823  6  105.64  4  178.61
H  9  0.9729  4  108.28  2  188.34"
2-amino-3-oxopropanoic acid,C(=O)C(C(=O)O)N,3-oxoalanine is a non-proteinogenic alpha-amino acid that is serine in which the alcoholic hydroxy group has been formally oxidised to the corresponding formyl group. It is a non-proteinogenic alpha-amino acid and an alanine derivative. It is functionally related to a serine.,"12

C          1.02692        0.10419       -0.01638
O          0.45223        1.00114        0.59617
C          0.31877       -0.99868       -0.77173
C          0.70032       -0.99850       -2.24618
O          1.19425       -1.93451       -2.86021
O          0.42268        0.15851       -2.87622
N          0.66406       -2.30623       -0.14371
H          2.13010        0.06155       -0.03426
H         -0.76364       -0.85493       -0.69231
H          0.67894        0.02312       -3.81391
H          0.17000       -3.03832       -0.66000
H          1.65118       -2.50745       -0.31643
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
O  1  1.2288
C  1  1.5127  2  124.20
C  3  1.5230  1  111.47  2  120.78
O  4  1.2236  3  125.94  1  122.47
O  4  1.3464  3  113.67  1  301.34
N  3  1.4911  1  108.70  2  242.79
H  1  1.1041  2  120.23  3  180.48
H  3  1.0948  1  109.32  2  0.79
H  6  0.9815  4  105.94  3  182.10
H  7  1.0230  3  107.65  1  179.43
H  7  1.0221  3  108.97  1  291.51"
2-chloroacetaldehyde,C(C=O)Cl,Chloroacetaldehyde is acetaldehyde substituted at C-2 by chlorine. It is functionally related to an acetaldehyde.,"7

C          1.04347        0.04248        0.06826
C          0.52719       -1.27418       -0.45046
O         -0.18119       -2.07006        0.15795
Cl         0.50708        0.35435        1.72347
H          0.67868        0.84698       -0.57543
H          2.13623        0.02862        0.05110
H          0.83979       -1.50787       -1.48295
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.5064
O  2  1.2269  1  126.45
Cl  1  1.7677  2  111.88  3  360.00
H  1  1.0930  2  109.04  3  239.75
H  1  1.0930  2  109.04  3  120.25
H  2  1.1038  1  114.21  3  180.00"
2-chloroethanol,C(CCl)O,2-chloroethanol is a chloroethanol carrying a chloro substituent at position 2. It has a role as a xenobiotic metabolite.,"9

C          1.10046       -0.02795        0.01063
C          0.58533       -0.58429        1.33060
Cl         1.18136        0.40012        2.69501
O          0.62585        1.29632       -0.21351
H          0.74470       -0.64913       -0.81734
H          2.19479       -0.01728       -0.02257
H         -0.50725       -0.55659        1.36845
H          0.92859       -1.61100        1.48295
H          0.91661        1.83069        0.55065
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.5222
Cl  2  1.7849  1  110.38
O  1  1.4245  2  111.31  3  297.83
H  1  1.0945  2  109.79  3  178.96
H  1  1.0949  2  111.60  3  59.36
H  2  1.0936  1  111.03  3  118.55
H  2  1.0932  1  110.97  3  240.49
H  4  0.9767  1  106.64  2  57.33"
2-(2-chloro-5-oxofuran-2-yl)acetic acid,C1=CC(OC1=O)(CC(=O)O)Cl,"(2-chloro-5-oxo-2,5-dihydro-2-furyl)acetic acid is an organochlorine compound and a 5-oxo-2-furylacetic acid. It is a conjugate acid of a (2-chloro-5-oxo-2,5-dihydro-2-furyl)acetate.","16

C          1.02189       -0.66005       -0.05654
C          0.99998        0.66999       -0.03293
C         -0.38343        1.17554        0.17839
O         -1.17544        0.00245        0.00720
C         -0.36544       -1.08540        0.11274
O         -0.72371       -2.23528        0.29520
C         -0.72737        2.31478       -0.77129
C         -2.10993        2.84757       -0.54844
O         -2.38285        3.98232       -0.19194
O         -3.07847        1.96381       -0.83847
Cl        -0.53054        1.70050        1.88524
H          1.85581       -1.33221       -0.14979
H          1.87284        1.29903       -0.12535
H         -0.03213        3.15087       -0.60744
H         -0.63569        2.03557       -1.82754
H         -3.92391        2.41308       -0.62416
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.3304
C  2  1.4880  1  110.95
O  3  1.4257  2  102.70  1  348.94
C  4  1.3604  3  108.53  2  17.08
O  5  1.2182  4  126.25  3  163.77
C  3  1.5225  2  112.07  1  225.52
C  7  1.4983  3  112.44  2  181.07
O  8  1.2203  7  125.48  3  117.07
O  8  1.3428  7  113.54  3  294.19
Cl  3  1.7918  2  108.13  1  103.02
H  1  1.0751  2  129.74  3  182.73
H  2  1.0799  1  124.58  3  178.32
H  7  1.0997  3  109.46  2  299.74
H  7  1.0964  3  113.05  2  58.30
H  10  0.9811  8  105.84  7  178.04"
2-hydroxy-3-propan-2-ylbutanedioic acid,CC(C)C(C(C(=O)O)O)C(=O)O,3-isopropylmalic acid is a 2-hydroxydicarboxylic acid and a dicarboxylic fatty acid. It is functionally related to a succinic acid. It is a conjugate acid of a 3-isopropylmalate(2-).,"24

C          1.14248       -0.05994       -0.00352
C          0.61837        0.96727       -1.01398
C          1.11838        0.61682       -2.41212
C         -0.92257        1.07670       -0.96099
C         -1.47656        1.43587        0.43086
C         -1.00269        2.81090        0.93593
O         -1.71905        3.77871        1.15078
O          0.33253        2.89812        1.10581
O         -2.90096        1.30815        0.41544
C         -1.44601        2.06548       -1.98185
O         -2.18254        1.80071       -2.92228
O         -1.04115        3.32989       -1.77395
H          0.76825       -1.06223       -0.23706
H          0.84715        0.17436        1.02344
H          2.23566       -0.08616       -0.00966
H          1.06897        1.93841       -0.79197
H          0.75440       -0.36386       -2.72854
H          0.79357        1.36365       -3.14333
H          2.21298        0.60924       -2.42401
H         -1.34735        0.10297       -1.25023
H         -1.15631        0.69888        1.17326
H          0.52904        3.84881        1.23882
H         -3.25927        2.05356       -0.09997
H         -1.47801        3.86895       -2.46843
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.5333
C  2  1.5257  1  109.76
C  2  1.5457  1  111.44  3  124.64
C  4  1.5405  2  113.95  1  56.88
C  5  1.5396  4  113.20  2  62.16
O  6  1.2231  5  125.74  4  115.72
O  6  1.3488  5  113.81  4  297.34
O  5  1.4302  4  109.12  2  188.85
C  4  1.5145  2  111.57  1  181.41
O  10  1.2235  4  125.79  2  117.08
O  10  1.3438  4  113.95  2  296.38
H  1  1.0951  2  110.84  3  298.08
H  1  1.0940  2  112.51  3  177.42
H  1  1.0935  2  110.74  3  58.64
H  2  1.0934  1  108.68  3  245.95
H  3  1.0929  2  111.24  1  61.47
H  3  1.0945  2  110.99  1  182.59
H  3  1.0947  2  109.83  1  300.85
H  4  1.53330  2  108.24  1  297.04
H  5  1.53331  4  110.53  2  302.41
H  8  1.53332  6  106.16  5  168.28
H  9  1.53333  5  107.67  4  287.24
H  12  1.53334  10  105.85  4  182.62"
"4-hydroxy-3,3-dimethyl-2-oxobutanoic acid",CC(C)(CO)C(=O)C(=O)O,2-dehydropantoic acid is an oxo monocarboxylic acid that is 2-oxobutanoic acid in which both of the hydrogens at position 3 are substituted by methyl groups and one of the hydrogens at position 4 is substituted by a hydroxy group. It is an oxo monocarboxylic acid and a hydroxy monocarboxylic acid. It is functionally related to a pantoic acid. It is a conjugate acid of a 2-dehydropantoate.,"20

C          1.01527       -0.04414       -0.09221
C          0.48451       -0.41131       -1.49519
C          0.99974       -1.81751       -1.83443
C         -1.05118       -0.40582       -1.47823
O         -1.56920        0.88127       -1.16548
C          1.00505        0.61127       -2.51736
O          1.74106        1.54638       -2.20990
C          0.60209        0.42660       -4.00125
O         -0.07805       -0.48531       -4.43191
O          1.11520        1.36416       -4.80706
H          0.64780       -0.74869        0.66301
H          0.71030        0.96228        0.21398
H          2.11059       -0.06247       -0.06303
H          0.65564       -2.54965       -1.09459
H          0.65321       -2.16446       -2.81164
H          2.09512       -1.84281       -1.84966
H         -1.47658       -0.69826       -2.44134
H         -1.43548       -1.11657       -0.73674
H         -1.29739        1.11590       -0.26060
H          0.80472        1.14540       -5.70854
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.5443
C  2  1.5356  1  107.64
C  2  1.5358  1  109.44  3  119.47
O  4  1.4222  2  111.71  1  61.89
C  2  1.5367  1  109.25  3  240.08
O  6  1.2291  2  122.87  1  0.84
C  6  1.5487  2  118.03  1  179.49
O  8  1.2164  6  125.04  2  358.48
O  8  1.3385  6  113.18  2  180.44
H  1  1.0963  2  110.97  3  299.07
H  1  1.0953  2  112.13  3  178.54
H  1  1.0959  2  111.33  3  59.16
H  3  1.0963  2  110.93  1  59.28
H  3  1.0933  2  112.44  1  179.01
H  3  1.0958  2  111.08  1  299.25
H  4  1.0927  2  112.25  1  182.22
H  4  1.0967  2  110.83  1  301.31
H  5  0.9735  4  108.71  2  296.07
H  10  1.54430  8  106.05  6  179.53"
"4,4-dimethyloxolane-2,3-dione",CC1(COC(=O)C1=O)C,2-dehydropantolactone is a tetrahydrofurandione. It is functionally related to a pantoic acid.,"17

C          0.99881       -0.03697        0.05062
C          0.40731       -1.33303        0.57880
C          0.67620       -2.52339       -0.33056
O          0.64912       -3.69845        0.48768
C          1.13333       -3.38140        1.71779
O          1.50476       -4.14817        2.57985
C          1.08592       -1.86361        1.80126
O          1.50709       -1.21861        2.74346
C         -1.08059       -1.12668        0.84630
H          0.68989        0.80784        0.67798
H          0.64023        0.15921       -0.96599
H          2.09236       -0.05150        0.04055
H         -0.07090       -2.61551       -1.12582
H          1.66569       -2.48396       -0.80304
H         -1.22801       -0.32991        1.58506
H         -1.59168       -0.82513       -0.07515
H         -1.56861       -2.02658        1.23176
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.5191
C  2  1.5211  1  112.19
O  3  1.4313  2  107.47  1  149.28
C  4  1.3590  3  108.76  2  327.47
O  5  1.2115  4  127.36  3  196.93
C  2  1.4941  1  111.97  3  109.15
O  7  1.2172  2  126.81  1  41.77
C  2  1.5266  1  110.79  3  233.77
H  1  1.0957  2  110.70  3  178.62
H  1  1.0945  2  110.83  3  58.46
H  1  1.0954  2  111.27  3  297.73
H  3  1.0954  2  112.25  1  269.82
H  3  1.0969  2  112.61  1  31.46
H  9  1.0960  2  110.93  1  299.98
H  9  1.0964  2  110.43  1  59.34
H  9  1.0953  2  112.32  1  179.80"
2-hydroxypentanedioic acid,C(CC(=O)O)C(C(=O)O)O,2-hydroxyglutaric acid is a 2-hydroxydicarboxylic acid that is glutaric acid in which one hydrogen alpha- to a carboxylic acid group is substituted by a hydroxy group. It has a role as a metabolite and a mouse metabolite. It is a 2-hydroxydicarboxylic acid and a dicarboxylic fatty acid. It is functionally related to a glutaric acid. It is a conjugate acid of a 2-hydroxyglutarate(1-) and a 2-hydroxyglutarate.,"18

C          1.10558       -0.01567       -0.04328
C          0.62492        0.74411        1.19361
C          1.08918        2.17431        1.18584
O          0.37980        3.16723        1.19403
O          2.43081        2.28674        1.16407
C          0.59151        0.61997       -1.33737
C          1.08958       -0.13735       -2.56820
O          0.39082       -0.67903       -3.41114
O          2.43391       -0.16850       -2.66673
O         -0.83296        0.66167       -1.28346
H          0.74092       -1.04911        0.02413
H          2.20087       -0.06928       -0.05128
H         -0.46985        0.73708        1.24494
H          0.98556        0.26303        2.10899
H          2.59825        3.25314        1.14861
H          0.93748        1.65461       -1.43500
H          2.61363       -0.66826       -3.49126
H         -1.15346       -0.25523       -1.36279
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.5291
C  2  1.5037  1  111.80
O  3  1.2203  2  126.47  1  119.86
O  3  1.3465  2  112.78  1  300.04
C  1  1.5307  2  111.84  3  300.22
C  6  1.5286  1  111.44  2  179.38
O  7  1.2216  6  126.08  1  119.99
O  7  1.3483  6  113.28  1  299.97
O  6  1.4261  1  108.40  2  302.75
H  1  1.0980  2  108.28  3  179.68
H  1  1.0966  2  110.13  3  63.45
H  2  1.0960  1  110.41  3  120.70
H  2  1.0952  1  110.75  3  238.63
H  5  0.9809  3  104.63  2  179.24
H  6  1.0953  1  111.19  2  60.02
H  9  0.9808  7  104.83  6  180.57
H  10  0.9745  6  107.33  1  289.71"
2-hydroxypropanedioate,C(C(=O)[O-])(C(=O)[O-])O,Hydroxymalonate(2-) is a dicarboxylic acid dianion and a hydroxymalonate. It is functionally related to a malonate(2-). It is a conjugate base of a hydroxymalonate(1-).,"10

C          1.02730        0.12799        0.06278
C          0.51694        0.72807        1.38672
O         -0.32457        1.66525        1.38430
O          0.97828        0.14536        2.43280
C          0.52321        0.94417       -1.14577
O         -0.28781        0.32633       -1.91636
O          1.09542        2.05731       -1.37925
O          0.59698       -1.28128       -0.04238
H          2.12212        0.11740        0.05205
H         -0.35276       -1.16752       -0.24668
","!Put Keywords Here, check Charge and Multiplicity.
#

 

-2  1
C
C  1  1.5406
O  2  1.2595  1  120.63
O  2  1.2832  1  113.87  3  176.94
C  1  1.5430  2  111.03  3  7.56
O  5  1.2780  1  115.08  2  245.98
O  5  1.2732  1  117.34  2  76.12
O  1  1.4773  2  109.65  3  244.90
H  1  1.0949  2  110.09  3  128.24
H  8  0.9781  1  100.76  2  74.31"
2-hydroxypropanedioic acid,C(C(=O)O)(C(=O)O)O,Hydroxymalonic acid is a dicarboxylic acid that is malonic acid substituted by a hydroxy group at position 2. It has a role as a plant metabolite. It is a dicarboxylic acid and a dicarboxylic fatty acid. It is functionally related to a malonic acid. It is a conjugate acid of a hydroxymalonate(1-) and a hydroxymalonate.,"12

C          0.91336       -0.01677        0.10220
C          0.42866        0.54845        1.42902
O         -0.29615        1.51718        1.60319
O          0.85245       -0.16908        2.49443
C          0.43641        0.82346       -1.07471
O         -0.28429        0.43763       -1.98465
O          0.89267        2.09325       -1.06102
O          0.50913       -1.38135       -0.03932
H          2.00900       -0.00262        0.09123
H          0.44797        0.26426        3.27483
H          0.45249        2.53438       -1.81904
H         -0.45863       -1.37453       -0.15809
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.5215
O  2  1.2224  1  127.41
O  2  1.3526  1  112.96  3  178.05
C  1  1.5227  2  111.67  3  2.76
O  5  1.2232  1  125.84  2  241.28
O  5  1.3493  1  113.92  2  61.87
O  1  1.4302  2  110.53  3  238.42
H  1  1.0958  2  108.81  3  121.08
H  4  0.9800  2  105.27  1  182.45
H  7  0.9813  5  105.28  1  184.75
H  8  0.9750  1  106.61  2  69.60"
3-methyl-2-oxopentanoic acid,CCC(C)C(=O)C(=O)O,"3-methyl-2-oxovaleric acid is a 2-oxo monocarboxylic acid that is valeric acid carrying oxo- and methyl substituents at C-2 and C-3, respectively. An alpha-keto acid analogue and metabolite of isoleucine in man, animals and bacteria. Used as a clinical marker for maple syrup urine disease (MSUD). It has a role as a human metabolite. It is a 2-oxo monocarboxylic acid and a branched-chain keto acid. It is functionally related to a valeric acid. It is a conjugate acid of a 3-methyl-2-oxovalerate.","19

C          1.01582       -0.10745        0.02863
C          0.50453        1.32093       -0.10355
C          0.95159        1.99033       -1.41003
C          0.50450        1.21878       -2.64898
C          0.48665        3.44063       -1.48129
O          1.27749        4.37812       -1.53435
C         -1.03688        3.70926       -1.49789
O         -1.89505        2.84743       -1.44787
O         -1.34885        5.00660       -1.57715
H          0.63886       -0.74571       -0.77588
H          0.67455       -0.54873        0.96873
H          2.10947       -0.13388        0.00544
H         -0.58741        1.30257       -0.03266
H          0.85839        1.91065        0.75171
H          2.05100        2.01940       -1.41425
H         -0.58453        1.13285       -2.69614
H          0.84606        1.71150       -3.56367
H          0.91323        0.20422       -2.65975
H         -2.32689        5.04218       -1.58081
","!Put Keywords Here, check Charge and Multiplicity.
#

 

0  1
C
C  1  1.5229
C  2  1.5346  1  112.66
C  3  1.5265  2  112.66  1  57.81
C  3  1.5247  2  111.46  1  182.96
O  5  1.2276  3  122.14  2  117.42
C  5  1.5471  3  117.77  2  296.90
O  7  1.2173  5  124.81  3  0.59
O  7  1.3367  5  113.52  3  180.74
H  1  1.0939  2  111.58  3  298.76
H  1  1.0932  2  110.39  3  180.14
H  1  1.0942  2  110.88  3  59.63
H  2  1.0944  1  108.28  3  122.74
H  2  1.0975  1  109.15  3  238.03
H  3  1.0998  2  107.82  1  299.18
H  4  1.0934  3  111.50  2  60.04
H  4  1.0937  3  111.08  2  180.65
H  4  1.0938  3  111.55  2  299.98
H  9  0.9787  7  105.59  5  179.92"
